(-0.039553, 0.041520, -0.175358),(0.097374, 0.102124, -0.014694, 0.989885),(-0.038484, 0.048249, 0.119500),(0.056806, 0.103252, -0.005907, 0.993014),(0.0, 0.0, 0.1),(0.204391, -0.114038, 0.972224),(0.038174, 0.005479, 0.484137),
(-0.039519, 0.041379, -0.175363),(0.097184, 0.102195, -0.014743, 0.989896),(-0.038509, 0.048238, 0.119504),(0.056840, 0.103211, -0.005908, 0.993017),(0.0, 0.0, 0.1),(0.204308, -0.114105, 0.972234),(0.038146, 0.005427, 0.484281),
(-0.039272, 0.041446, -0.175547),(0.096867, 0.102662, -0.014900, 0.989876),(-0.038539, 0.048222, 0.119496),(0.056883, 0.103156, -0.005909, 0.993020),(0.0, 0.0, 0.1),(0.204199, -0.114190, 0.972247),(0.038113, 0.005357, 0.484456),
(-0.039207, 0.041424, -0.175663),(0.096663, 0.102919, -0.015064, 0.989867),(-0.038552, 0.048208, 0.119477),(0.056905, 0.103130, -0.005910, 0.993021),(0.0, 0.0, 0.1),(0.204148, -0.114234, 0.972252),(0.038100, 0.005317, 0.484528),
(-0.039197, 0.041476, -0.175873),(0.096477, 0.102954, -0.015251, 0.989879),(-0.038552, 0.048200, 0.119450),(0.056906, 0.103125, -0.005910, 0.993022),(0.0, 0.0, 0.1),(0.204138, -0.114237, 0.972254),(0.038100, 0.005305, 0.484525),
(-0.039150, 0.041533, -0.175899),(0.096108, 0.102930, -0.015157, 0.989919),(-0.038543, 0.048197, 0.119417),(0.056886, 0.103128, -0.005908, 0.993023),(0.0, 0.0, 0.1),(0.204145, -0.114196, 0.972257),(0.038109, 0.005318, 0.484480),
(-0.039028, 0.041597, -0.175962),(0.095919, 0.102746, -0.015248, 0.989955),(-0.038527, 0.048198, 0.119378),(0.056844, 0.103129, -0.005903, 0.993025),(0.0, 0.0, 0.1),(0.204148, -0.114112, 0.972267),(0.038121, 0.005355, 0.484417),
(-0.038998, 0.041646, -0.175934),(0.095460, 0.102596, -0.015366, 0.990013),(-0.038506, 0.048207, 0.119339),(0.056777, 0.103121, -0.005896, 0.993030),(0.0, 0.0, 0.1),(0.204135, -0.113978, 0.972285),(0.038132, 0.005417, 0.484360),
(-0.038957, 0.041770, -0.175906),(0.095119, 0.102375, -0.016101, 0.990057),(-0.038483, 0.048222, 0.119304),(0.056692, 0.103102, -0.005886, 0.993036),(0.0, 0.0, 0.1),(0.204101, -0.113807, 0.972312),(0.038139, 0.005497, 0.484320),
(-0.038884, 0.041759, -0.175861),(0.095326, 0.102868, -0.016081, 0.989986),(-0.038460, 0.048241, 0.119272),(0.056610, 0.103092, -0.005877, 0.993042),(0.0, 0.0, 0.1),(0.204083, -0.113643, 0.972335),(0.038149, 0.005582, 0.484267),
