(0.160745, 0.065282, -0.268110),(0.134730, -0.043534, 0.017324, 0.989774),(0.168086, 0.059084, 0.025074),(0.102117, -0.047067, 0.004837, 0.993647),(0.2, 0.1, 0.0),(-0.092549, -0.203393, 0.974713),(0.076118, -0.143032, 0.993670),
(0.156370, 0.065756, -0.268351),(0.125591, -0.045072, 0.013701, 0.990963),(0.164499, 0.060518, 0.024294),(0.096165, -0.046350, 0.004483, 0.994276),(0.2, 0.1, 0.0),(-0.091306, -0.191645, 0.977208),(0.073887, -0.129670, 0.994071),
(0.152750, 0.064939, -0.268673),(0.118794, -0.044123, 0.014550, 0.991831),(0.160859, 0.061746, 0.023600),(0.091174, -0.045614, 0.004181, 0.994781),(0.2, 0.1, 0.0),(-0.089989, -0.181777, 0.979214),(0.071644, -0.118467, 0.994391),
(0.148535, 0.065283, -0.268996),(0.117100, -0.043446, 0.016007, 0.992040),(0.156525, 0.062790, 0.022913),(0.087152, -0.044594, 0.003905, 0.995189),(0.2, 0.1, 0.0),(-0.088079, -0.173814, 0.980832),(0.069265, -0.109408, 0.994624),
(0.144565, 0.064408, -0.269089),(0.118125, -0.041644, 0.015543, 0.992003),(0.153617, 0.063266, 0.022436),(0.085615, -0.043778, 0.003765, 0.995359),(0.2, 0.1, 0.0),(-0.086504, -0.170764, 0.981507),(0.067928, -0.105890, 0.994695),
(0.140060, 0.064779, -0.270230),(0.122814, -0.040355, 0.014927, 0.991497),(0.148199, 0.063630, 0.021579),(0.085240, -0.043002, 0.003682, 0.995425),(0.1, 0.1, 0.0),(-0.084984, -0.170017, 0.981770),(0.063976, -0.104864, 0.994553),
(0.133740, 0.065608, -0.271471),(0.126660, -0.042664, 0.014286, 0.990925),(0.144619, 0.063909, 0.021251),(0.084321, -0.043417, 0.003678, 0.995486),(0.1, 0.1, 0.0),(-0.085822, -0.168201, 0.982010),(0.059569, -0.102779, 0.994429),
(0.129991, 0.068215, -0.270189),(0.116763, -0.047313, 0.012904, 0.991948),(0.140614, 0.064256, 0.020940),(0.082233, -0.044515, 0.003677, 0.995612),(0.1, 0.1, 0.0),(-0.088034, -0.164071, 0.982512),(0.053398, -0.098290, 0.994315),
(0.125926, 0.065953, -0.270947),(0.115113, -0.049381, 0.010749, 0.992066),(0.135547, 0.064630, 0.020615),(0.080613, -0.045854, 0.003712, 0.995683),(0.1, 0.1, 0.0),(-0.090713, -0.160871, 0.982798),(0.045694, -0.094716, 0.994097),
(0.121920, 0.067647, -0.270580),(0.118614, -0.048671, 0.008222, 0.991713),(0.130856, 0.065009, 0.020470),(0.079383, -0.046393, 0.003698, 0.995757),(0.1, 0.1, 0.0),(-0.091804, -0.158435, 0.983092),(0.039951, -0.091875, 0.993940),
(0.118214, 0.067377, -0.269660),(0.116496, -0.046585, 0.006656, 0.992076),(0.126788, 0.065178, 0.020578),(0.077933, -0.046197, 0.003615, 0.995881),(0.1, 0.1, 0.0),(-0.091450, -0.155559, 0.983585),(0.036298, -0.088748, 0.993835),
(0.115299, 0.065101, -0.269535),(0.114952, -0.044117, 0.006423, 0.992370),(0.122374, 0.065066, 0.020820),(0.077408, -0.045148, 0.003509, 0.995971),(0.1, 0.1, 0.0),(-0.089388, -0.154510, 0.983939),(0.033989, -0.087710, 0.993719),
(0.112320, 0.065413, -0.269196),(0.118137, -0.041398, 0.005919, 0.992116),(0.119170, 0.064869, 0.021049),(0.077674, -0.044011, 0.003432, 0.996001),(0.1, 0.1, 0.0),(-0.087137, -0.155030, 0.984060),(0.033050, -0.088350, 0.993617),
(0.109578, 0.065440, -0.268693),(0.120854, -0.039085, 0.004610, 0.991890),(0.116300, 0.064640, 0.021298),(0.078377, -0.042631, 0.003355, 0.996006),(0.1, 0.1, 0.0),(-0.084395, -0.156414, 0.984079),(0.032921, -0.089890, 0.993526),
(0.106369, 0.065805, -0.268469),(0.123211, -0.036815, 0.002569, 0.991694),(0.113155, 0.064505, 0.021608),(0.079885, -0.041119, 0.003298, 0.995950),(0.1, 0.1, 0.0),(-0.081379, -0.159395, 0.983855),(0.032778, -0.092928, 0.993356),
(0.103944, 0.066299, -0.268696),(0.127668, -0.036346, -0.000085, 0.991151),(0.110006, 0.064666, 0.021879),(0.082990, -0.039551, 0.003296, 0.995760),(0.1, 0.1, 0.0),(-0.078220, -0.165537, 0.983097),(0.032736, -0.098862, 0.993042),
(0.102413, 0.068256, -0.268063),(0.135814, -0.034335, -0.000059, 0.990139),(0.107921, 0.064987, 0.022032),(0.085935, -0.038254, 0.003302, 0.995561),(0.1, 0.1, 0.0),(-0.075601, -0.171360, 0.982303),(0.033208, -0.104359, 0.992788),
(0.101117, 0.070286, -0.267776),(0.143732, -0.031141, 0.001602, 0.989125),(0.105339, 0.066105, 0.022359),(0.091012, -0.035557, 0.003252, 0.995210),(0.1, 0.1, 0.0),(-0.070182, -0.181383, 0.980905),(0.035926, -0.113291, 0.992520),
(0.099720, 0.073414, -0.267021),(0.145851, -0.026782, 0.003433, 0.988938),(0.103403, 0.067405, 0.022843),(0.094522, -0.032893, 0.003125, 0.994974),(0.1, 0.1, 0.0),(-0.064866, -0.188300, 0.979967),(0.039304, -0.118670, 0.991228),
(0.098521, 0.075005, -0.265728),(0.144659, -0.023046, 0.003356, 0.989207),(0.101713, 0.068866, 0.023503),(0.096915, -0.030018, 0.002924, 0.994836),(0.1, 0.1, 0.0),(-0.059159, -0.193004, 0.979413),(0.043254, -0.121852, 0.991315),
(0.097175, 0.074552, -0.264706),(0.142787, -0.019867, 0.000872, 0.989554),(0.100170, 0.070074, 0.024325),(0.098425, -0.027220, 0.002693, 0.994768),(0.1, 0.1, 0.0),(-0.053626, -0.195968, 0.979143),(0.047203, -0.123489, 0.991450),
(0.095441, 0.072403, -0.263776),(0.142800, -0.017973, -0.000732, 0.989588),(0.098755, 0.070672, 0.025253),(0.099202, -0.024784, 0.002472, 0.994756),(0.1, 0.1, 0.0),(-0.048817, -0.197485, 0.979090),(0.050574, -0.124240, 0.991585),
(0.095031, 0.070021, -0.262419),(0.140794, -0.016858, -0.002089, 0.989893),(0.097511, 0.070246, 0.026292),(0.099117, -0.022414, 0.002233, 0.994821),(0.1, 0.1, 0.0),(-0.044153, -0.197308, 0.979347),(0.053985, -0.124263, 0.991744),
(0.094768, 0.064128, -0.261264),(0.138661, -0.014094, -0.003142, 0.990235),(0.096517, 0.068827, 0.027415),(0.098346, -0.020144, 0.001991, 0.994946),(0.1, 0.1, 0.0),(-0.039692, -0.195778, 0.979845),(0.057446, -0.123885, 0.991918),
(0.094371, 0.061981, -0.259966),(0.134984, -0.012169, -0.004340, 0.990764),(0.095693, 0.067103, 0.028417),(0.097747, -0.018253, 0.001793, 0.995042),(0.1, 0.1, 0.0),(-0.035974, -0.194590, 0.980225),(0.060328, -0.124192, 0.992044),
