(-0.047731, 0.035583, -0.176438),(0.109286, 0.081111, 0.009245, 0.990652),(-0.046919, 0.041801, 0.118140),(0.065382, 0.082069, -0.005396, 0.994465),(0.0, 0.0, 0.1),(0.162525, -0.130926, 0.977980),(0.063426, -0.047090, 0.782132),
(-0.047774, 0.035722, -0.176531),(0.108871, 0.081630, 0.009264, 0.990655),(-0.046999, 0.041733, 0.118162),(0.065646, 0.082068, -0.005418, 0.994448),(0.0, 0.0, 0.1),(0.162514, -0.131453, 0.977911),(0.063346, -0.047522, 0.782151),
(-0.047776, 0.035694, -0.176668),(0.108489, 0.081797, 0.009609, 0.990680),(-0.047063, 0.041678, 0.118169),(0.065830, 0.082097, -0.005435, 0.994433),(0.0, 0.0, 0.1),(0.162565, -0.131820, 0.977853),(0.063325, -0.047833, 0.782173),
(-0.047771, 0.036053, -0.176692),(0.107932, 0.081534, 0.009310, 0.990766),(-0.047112, 0.041643, 0.118160),(0.065927, 0.082129, -0.005445, 0.994424),(0.0, 0.0, 0.1),(0.162625, -0.132012, 0.977817),(0.063325, -0.048006, 0.782187),
(-0.047676, 0.036315, -0.176621),(0.106915, 0.081280, 0.008940, 0.990900),(-0.047150, 0.041629, 0.118145),(0.065937, 0.082144, -0.005447, 0.994422),(0.0, 0.0, 0.1),(0.162653, -0.132033, 0.977809),(0.063310, -0.048036, 0.782186),
(-0.047630, 0.036212, -0.176580),(0.106112, 0.081283, 0.008061, 0.990994),(-0.047178, 0.041635, 0.118128),(0.065870, 0.082147, -0.005441, 0.994426),(0.0, 0.0, 0.1),(0.162661, -0.131900, 0.977826),(0.063285, -0.047938, 0.782173),
(-0.047593, 0.036067, -0.176650),(0.106694, 0.081892, 0.008404, 0.990878),(-0.047197, 0.041658, 0.118111),(0.065777, 0.082170, -0.005435, 0.994430),(0.0, 0.0, 0.1),(0.162711, -0.131715, 0.977843),(0.063300, -0.047790, 0.782164),
(-0.047649, 0.036188, -0.176634),(0.106594, 0.082183, 0.008557, 0.990864),(-0.047209, 0.041683, 0.118094),(0.065676, 0.082224, -0.005430, 0.994433),(0.0, 0.0, 0.1),(0.162819, -0.131514, 0.977852),(0.063363, -0.047629, 0.782164),
(-0.047675, 0.035993, -0.176540),(0.106468, 0.082202, 0.008145, 0.990879),(-0.047216, 0.041702, 0.118083),(0.065575, 0.082288, -0.005426, 0.994434),(0.0, 0.0, 0.1),(0.162948, -0.131313, 0.977857),(0.063445, -0.047476, 0.782167),
(-0.047701, 0.035792, -0.176557),(0.107419, 0.082176, 0.008380, 0.990777),(-0.047224, 0.041711, 0.118077),(0.065516, 0.082354, -0.005426, 0.994433),(0.0, 0.0, 0.1),(0.163079, -0.131196, 0.977851),(0.063530, -0.047390, 0.782178),
(-0.047703, 0.035919, -0.176518),(0.107668, 0.081935, 0.008330, 0.990770),(-0.047230, 0.041710, 0.118075),(0.065494, 0.082406, -0.005427, 0.994430),(0.0, 0.0, 0.1),(0.163184, -0.131153, 0.977840),(0.063598, -0.047365, 0.782189),
