(-0.001387, 0.062646, -0.167055),(0.112133, 0.032473, -0.015384, 0.993043),(-0.001555, 0.066001, 0.126937),(0.072327, 0.032661, -0.002370, 0.996843),(0.0, 0.1, 0.1),(0.064774, -0.144352, 0.987404),(0.008075, 0.044539, 0.273743),
(-0.001343, 0.062651, -0.167072),(0.111924, 0.032436, -0.015312, 0.993069),(-0.001550, 0.066000, 0.126931),(0.072313, 0.032654, -0.002369, 0.996845),(0.0, 0.1, 0.1),(0.064760, -0.144324, 0.987409),(0.008083, 0.044533, 0.273802),
(-0.001260, 0.062712, -0.167131),(0.111472, 0.032422, -0.015703, 0.993115),(-0.001539, 0.066002, 0.126916),(0.072270, 0.032639, -0.002366, 0.996848),(0.0, 0.1, 0.1),(0.064730, -0.144239, 0.987424),(0.008103, 0.044516, 0.274002),
(-0.001091, 0.062772, -0.167300),(0.110658, 0.033061, -0.015884, 0.993182),(-0.001526, 0.066007, 0.126899),(0.072213, 0.032632, -0.002364, 0.996853),(0.0, 0.1, 0.1),(0.064717, -0.144126, 0.987441),(0.008123, 0.044517, 0.274133),
(-0.001154, 0.062722, -0.167354),(0.110560, 0.033128, -0.015730, 0.993193),(-0.001512, 0.066007, 0.126877),(0.072146, 0.032633, -0.002362, 0.996857),(0.0, 0.1, 0.1),(0.064720, -0.143992, 0.987460),(0.008184, 0.044437, 0.274805),
(-0.001174, 0.062495, -0.167450),(0.110481, 0.032854, -0.016154, 0.993204),(-0.001496, 0.066001, 0.126852),(0.072071, 0.032635, -0.002359, 0.996863),(0.0, 0.1, 0.1),(0.064726, -0.143845, 0.987481),(0.008220, 0.044411, 0.275072),
(-0.001146, 0.062506, -0.167496),(0.110658, 0.032725, -0.016139, 0.993189),(-0.001480, 0.065995, 0.126825),(0.071997, 0.032637, -0.002357, 0.996868),(0.0, 0.1, 0.1),(0.064729, -0.143697, 0.987503),(0.008288, 0.044312, 0.275836),
(-0.001084, 0.062555, -0.167427),(0.110101, 0.032692, -0.015921, 0.993255),(-0.001462, 0.065989, 0.126797),(0.071914, 0.032635, -0.002354, 0.996874),(0.0, 0.1, 0.1),(0.064728, -0.143532, 0.987527),(0.008331, 0.044274, 0.276204),
(-0.001086, 0.062535, -0.167432),(0.110011, 0.032705, -0.016046, 0.993263),(-0.001445, 0.065985, 0.126768),(0.071823, 0.032633, -0.002351, 0.996881),(0.0, 0.1, 0.1),(0.064725, -0.143352, 0.987553),(0.008359, 0.044272, 0.276348),
(-0.001137, 0.062717, -0.167331),(0.109817, 0.032801, -0.015888, 0.993283),(-0.001428, 0.065983, 0.126743),(0.071724, 0.032632, -0.002348, 0.996888),(0.0, 0.1, 0.1),(0.064724, -0.143155, 0.987582),(0.008389, 0.044269, 0.276544),
(-0.001135, 0.062626, -0.167237),(0.109868, 0.032723, -0.015755, 0.993282),(-0.001411, 0.065983, 0.126721),(0.071620, 0.032630, -0.002344, 0.996895),(0.0, 0.1, 0.1),(0.064721, -0.142949, 0.987612),(0.008412, 0.044288, 0.276613),
(-0.001160, 0.062728, -0.167336),(0.110065, 0.032554, -0.015641, 0.993268),(-0.001396, 0.065986, 0.126701),(0.071518, 0.032624, -0.002340, 0.996903),(0.0, 0.1, 0.1),(0.064712, -0.142745, 0.987642),(0.008429, 0.044314, 0.276647),
(-0.001194, 0.062651, -0.167264),(0.109533, 0.032669, -0.015390, 0.993327),(-0.001382, 0.065990, 0.126682),(0.071407, 0.032620, -0.002336, 0.996911),(0.0, 0.1, 0.1),(0.064704, -0.142526, 0.987674),(0.008451, 0.044328, 0.276789),
(-0.001195, 0.062623, -0.167279),(0.109466, 0.032750, -0.015191, 0.993335),(-0.001370, 0.065994, 0.126665),(0.071290, 0.032616, -0.002332, 0.996920),(0.0, 0.1, 0.1),(0.064698, -0.142292, 0.987708),(0.008465, 0.044365, 0.276805),
(-0.001279, 0.062793, -0.167392),(0.109088, 0.032684, -0.015135, 0.993379),(-0.001361, 0.065998, 0.126647),(0.071163, 0.032613, -0.002328, 0.996929),(0.0, 0.1, 0.1),(0.064694, -0.142041, 0.987745),(0.008471, 0.044411, 0.276762),
(-0.001304, 0.062791, -0.167492),(0.109100, 0.032599, -0.015095, 0.993382),(-0.001355, 0.066004, 0.126626),(0.071031, 0.032607, -0.002323, 0.996938),(0.0, 0.1, 0.1),(0.064685, -0.141779, 0.987783),(0.008469, 0.044473, 0.276633),
(-0.001301, 0.062946, -0.167569),(0.108471, 0.032574, -0.015034, 0.993452),(-0.001350, 0.066015, 0.126599),(0.070879, 0.032601, -0.002318, 0.996949),(0.0, 0.1, 0.1),(0.064675, -0.141476, 0.987827),(0.008471, 0.044531, 0.276606),
(-0.001271, 0.063022, -0.167741),(0.107815, 0.032730, -0.014921, 0.993520),(-0.001346, 0.066041, 0.126550),(0.070609, 0.032595, -0.002308, 0.996969),(0.0, 0.1, 0.1),(0.064665, -0.140941, 0.987904),(0.008472, 0.044642, 0.276541),
(-0.001242, 0.063080, -0.167824),(0.107269, 0.032710, -0.014927, 0.993580),(-0.001342, 0.066062, 0.126512),(0.070412, 0.032593, -0.002302, 0.996983),(0.0, 0.1, 0.1),(0.064665, -0.140549, 0.987960),(0.008457, 0.044764, 0.276225),
(-0.001185, 0.063108, -0.167922),(0.106858, 0.032836, -0.014808, 0.993622),(-0.001338, 0.066088, 0.126469),(0.070189, 0.032596, -0.002295, 0.996998),(0.0, 0.1, 0.1),(0.064674, -0.140106, 0.988022),(0.008458, 0.044867, 0.276120),
(-0.001159, 0.063170, -0.168126),(0.106362, 0.032866, -0.014793, 0.993674),(-0.001332, 0.066117, 0.126420),(0.069945, 0.032603, -0.002287, 0.997015),(0.0, 0.1, 0.1),(0.064691, -0.139622, 0.988089),(0.008476, 0.044949, 0.276223),
(-0.001111, 0.063271, -0.168234),(0.105985, 0.032952, -0.014893, 0.993710),(-0.001322, 0.066150, 0.126361),(0.069674, 0.032615, -0.002279, 0.997034),(0.0, 0.1, 0.1),(0.064718, -0.139083, 0.988164),(0.008517, 0.045006, 0.276591),
(-0.001043, 0.063461, -0.168354),(0.105173, 0.033053, -0.015038, 0.993791),(-0.001310, 0.066189, 0.126292),(0.069364, 0.032632, -0.002270, 0.997055),(0.0, 0.1, 0.1),(0.064757, -0.138468, 0.988248),(0.008559, 0.045088, 0.276894),
(-0.000958, 0.063523, -0.168496),(0.104307, 0.033329, -0.014871, 0.993875),(-0.001293, 0.066237, 0.126214),(0.069010, 0.032661, -0.002261, 0.997079),(0.0, 0.1, 0.1),(0.064820, -0.137765, 0.988342),(0.008647, 0.045111, 0.277773),
(-0.000852, 0.063868, -0.168589),(0.103568, 0.033642, -0.015055, 0.993939),(-0.001270, 0.066297, 0.126126),(0.068593, 0.032710, -0.002250, 0.997106),(0.0, 0.1, 0.1),(0.064923, -0.136936, 0.988450),(0.008724, 0.045218, 0.278281),
(-0.000798, 0.064144, -0.168690),(0.102092, 0.034020, -0.015506, 0.994072),(-0.001239, 0.066377, 0.126028),(0.068084, 0.032788, -0.002239, 0.997138),(0.0, 0.1, 0.1),(0.065083, -0.135924, 0.988579),(0.008800, 0.045410, 0.278521),
(-0.000683, 0.064136, -0.168806),(0.100653, 0.034779, -0.015075, 0.994199),(-0.001200, 0.066476, 0.125919),(0.067465, 0.032910, -0.002227, 0.997176),(0.0, 0.1, 0.1),(0.065334, -0.134696, 0.988731),(0.008938, 0.045576, 0.279333),
(-0.000584, 0.064022, -0.169025),(0.100172, 0.035326, -0.014179, 0.994242),(-0.001149, 0.066592, 0.125797),(0.066748, 0.033096, -0.002215, 0.997218),(0.0, 0.1, 0.1),(0.065712, -0.133271, 0.988899),(0.009089, 0.045829, 0.279864),
(-0.000390, 0.064061, -0.169220),(0.100373, 0.035790, -0.014383, 0.994202),(-0.001087, 0.066708, 0.125655),(0.065991, 0.033338, -0.002206, 0.997261),(0.0, 0.1, 0.1),(0.066201, -0.131767, 0.989068),(0.009254, 0.046125, 0.280155),
(-0.000414, 0.064241, -0.169309),(0.100540, 0.036367, -0.015539, 0.994147),(-0.001016, 0.066820, 0.125502),(0.065258, 0.033626, -0.002200, 0.997299),(0.0, 0.1, 0.1),(0.066783, -0.130311, 0.989222),(0.009494, 0.046312, 0.281185),
(-0.000517, 0.064430, -0.169322),(0.099740, 0.036428, -0.015522, 0.994225),(-0.000943, 0.066933, 0.125343),(0.064533, 0.033943, -0.002196, 0.997336),(0.0, 0.1, 0.1),(0.067422, -0.128871, 0.989367),(0.009678, 0.046632, 0.281198),
(-0.000503, 0.064302, -0.169223),(0.098919, 0.036100, -0.015248, 0.994324),(-0.000873, 0.067047, 0.125193),(0.063791, 0.034250, -0.002191, 0.997373),(0.0, 0.1, 0.1),(0.068040, -0.127397, 0.989515),(0.009835, 0.046998, 0.280919),
(-0.000444, 0.064277, -0.169166),(0.099247, 0.035913, -0.015017, 0.994301),(-0.000810, 0.067156, 0.125059),(0.063093, 0.034518, -0.002184, 0.997408),(0.0, 0.1, 0.1),(0.068581, -0.126010, 0.989656),(0.009898, 0.047482, 0.279572),
(-0.000391, 0.064226, -0.169141),(0.099974, 0.035610, -0.014889, 0.994241),(-0.000753, 0.067249, 0.124948),(0.062503, 0.034733, -0.002177, 0.997438),(0.0, 0.1, 0.1),(0.069017, -0.124838, 0.989774),(0.009870, 0.048034, 0.277293),
(-0.000207, 0.064028, -0.169060),(0.101025, 0.035743, -0.014899, 0.994130),(-0.000697, 0.067318, 0.124863),(0.062078, 0.034911, -0.002173, 0.997458),(0.0, 0.1, 0.1),(0.069374, -0.123992, 0.989855),(0.009867, 0.048437, 0.275595),
(-0.000115, 0.064081, -0.168951),(0.101932, 0.036528, -0.015358, 0.994002),(-0.000636, 0.067365, 0.124806),(0.061834, 0.035104, -0.002176, 0.997467),(0.0, 0.1, 0.1),(0.069762, -0.123507, 0.989889),(0.009200, 0.049951, 0.264375),
(-0.000208, 0.064267, -0.168779),(0.101850, 0.037188, -0.015266, 0.993987),(-0.000574, 0.067398, 0.124777),(0.061704, 0.035334, -0.002186, 0.997467),(0.0, 0.1, 0.1),(0.070220, -0.123249, 0.989888),(0.009936, 0.048950, 0.272947),
(-0.000352, 0.064301, -0.168551),(0.100997, 0.036911, -0.014841, 0.994091),(-0.000521, 0.067428, 0.124781),(0.061586, 0.035556, -0.002195, 0.997466),(0.0, 0.1, 0.1),(0.070661, -0.123015, 0.989886),(0.010762, 0.047786, 0.282841),
(-0.000375, 0.064008, -0.168298),(0.100981, 0.036089, -0.014414, 0.994129),(-0.000479, 0.067458, 0.124816),(0.061481, 0.035698, -0.002200, 0.997467),(0.0, 0.1, 0.1),(0.070944, -0.122807, 0.989892),(0.012165, 0.045570, 0.301241),
(-0.000287, 0.063819, -0.168268),(0.102591, 0.035155, -0.014488, 0.993997),(-0.000448, 0.067476, 0.124868),(0.061465, 0.035745, -0.002203, 0.997467),(0.0, 0.1, 0.1),(0.071037, -0.122776, 0.989889),(0.012718, 0.044720, 0.308338),
(-0.000118, 0.064042, -0.168206),(0.104020, 0.035123, -0.015149, 0.993839),(-0.000423, 0.067478, 0.124930),(0.061590, 0.035724, -0.002206, 0.997460),(0.0, 0.1, 0.1),(0.070994, -0.123024, 0.989861),(0.012877, 0.044431, 0.310373),
(-0.000089, 0.064194, -0.168093),(0.103823, 0.035907, -0.015709, 0.993823),(-0.000402, 0.067477, 0.124995),(0.061768, 0.035713, -0.002212, 0.997449),(0.0, 0.1, 0.1),(0.070970, -0.123378, 0.989819),(0.013233, 0.043772, 0.315173),
(-0.000094, 0.064039, -0.168052),(0.103533, 0.037132, -0.015683, 0.993809),(-0.000379, 0.067477, 0.125065),(0.061949, 0.035778, -0.002222, 0.997435),(0.0, 0.1, 0.1),(0.071097, -0.123739, 0.989765),(0.013407, 0.043485, 0.316973),
(-0.000242, 0.064009, -0.168102),(0.103929, 0.038160, -0.015380, 0.993733),(-0.000355, 0.067476, 0.125129),(0.062133, 0.035933, -0.002238, 0.997418),(0.0, 0.1, 0.1),(0.071402, -0.124106, 0.989697),(0.013527, 0.043348, 0.317540),
(-0.000442, 0.064119, -0.168162),(0.103734, 0.038213, -0.015033, 0.993757),(-0.000338, 0.067476, 0.125185),(0.062297, 0.036125, -0.002256, 0.997401),(0.0, 0.1, 0.1),(0.071782, -0.124433, 0.989628),(0.013685, 0.043166, 0.318521),
