(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
(0.179802, -0.237453, 0.315744),(-0.381640, -0.052983, -0.440295, 0.810818)(0.196308, -0.210367, 0.350310),(0.381724, 0.053147, 0.440433, -0.810852)(0.166125, -0.219792, 0.328202),(0.393227, 0.045208, -0.441386, -0.805865)(0.147388, -0.193370, 0.358832),(0.176221, -0.051081, -0.445611, -0.876788)(0.145080, -0.181369, 0.390522),(0.034162, -0.077178, -0.441421, -0.893583)(0.146999, -0.179043, 0.408234),(0.034162, -0.077178, -0.441421, -0.893583)(0.176061, -0.223250, 0.329743),(-0.435477, -0.174391, -0.454099, 0.757457)(0.184326, -0.171759, 0.364983),(0.039493, 0.063088, 0.356763, -0.931235)(0.181105, -0.167485, 0.400631),(-0.624644, 0.256831, 0.154294, -0.721208)(0.167738, -0.186984, 0.402717),(-0.877814, 0.296305, 0.084231, -0.367521)(0.161660, -0.196858, 0.390850),(-0.877814, 0.296305, 0.084231, -0.367521)(0.182233, -0.227856, 0.330728),(-0.439204, -0.005866, -0.372257, 0.817612)(0.200784, -0.185625, 0.366622),(-0.110525, 0.112710, 0.405128, -0.900540)(0.188596, -0.190112, 0.406205),(-0.747219, 0.401148, 0.167059, -0.502973)(0.169944, -0.207742, 0.393698),(-0.920328, 0.364233, 0.056881, -0.134577)(0.166466, -0.211283, 0.377255),(-0.920328, 0.364233, 0.056881, -0.134577)(0.190459, -0.233942, 0.332727),(-0.363145, 0.074858, -0.318753, 0.872307)(0.209451, -0.203216, 0.370755),(-0.204828, 0.153942, 0.435767, -0.862827)(0.192711, -0.211480, 0.403494),(-0.788770, 0.460832, 0.195089, -0.357122)(0.178038, -0.220315, 0.388092),(-0.897637, 0.427698, 0.071762, -0.081780)(0.174323, -0.221902, 0.369847),(-0.897637, 0.427698, 0.071762, -0.081780)(0.195378, -0.241233, 0.335168),(-0.252683, 0.149553, -0.257224, 0.920664)(0.215839, -0.221631, 0.376940),(-0.301836, 0.227891, 0.483276, -0.789570)(0.199495, -0.228061, 0.394847),(-0.764654, 0.511377, 0.219341, -0.325310)(0.186670, -0.233306, 0.381565),(-0.883053, 0.445387, 0.146123, 0.032550)(0.183259, -0.230515, 0.367339),(-0.883053, 0.445387, 0.146123, 0.032550)(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
(0.179764, -0.237335, 0.315838),(-0.382316, -0.052326, -0.439810, 0.810805)(0.196334, -0.210238, 0.350336),(0.382400, 0.052490, 0.439948, -0.810840)(0.166112, -0.219683, 0.328306),(0.392578, 0.044157, -0.441975, -0.805916)(0.147453, -0.193263, 0.358995),(0.175795, -0.052139, -0.445927, -0.876650)(0.145216, -0.181255, 0.390691),(0.034420, -0.078062, -0.441632, -0.893391)(0.147159, -0.178906, 0.408400),(0.034420, -0.078062, -0.441632, -0.893391)(0.176051, -0.223137, 0.329826),(-0.436114, -0.173861, -0.453554, 0.757539)(0.184370, -0.171627, 0.365017),(0.038644, 0.063047, 0.356465, -0.931387)(0.181131, -0.167413, 0.400658),(-0.626361, 0.256802, 0.153791, -0.719835)(0.167787, -0.186931, 0.402642),(-0.879230, 0.296244, 0.083371, -0.364372)(0.161759, -0.196744, 0.390688),(-0.879230, 0.296244, 0.083371, -0.364372)(0.182225, -0.227741, 0.330801),(-0.439835, -0.005251, -0.371759, 0.817504)(0.200833, -0.185490, 0.366624),(-0.110763, 0.112383, 0.404964, -0.900626)(0.188662, -0.190009, 0.406212),(-0.747597, 0.400878, 0.167086, -0.502619)(0.170020, -0.207637, 0.393684),(-0.920514, 0.363953, 0.056953, -0.134028)(0.166548, -0.211161, 0.377236),(-0.920514, 0.363953, 0.056953, -0.134028)(0.190455, -0.233823, 0.332786),(-0.363757, 0.075591, -0.318332, 0.872142)(0.209512, -0.203077, 0.370745),(-0.204830, 0.153488, 0.435733, -0.862925)(0.192799, -0.211359, 0.403500),(-0.788861, 0.460545, 0.195391, -0.357126)(0.178118, -0.220191, 0.388103),(-0.897726, 0.427493, 0.072073, -0.081588)(0.174396, -0.221769, 0.369858),(-0.897726, 0.427493, 0.072073, -0.081588)(0.195380, -0.241111, 0.335221),(-0.253200, 0.150369, -0.256922, 0.920473)(0.215915, -0.221488, 0.376932),(-0.301804, 0.227374, 0.483339, -0.789692)(0.199585, -0.227932, 0.394858),(-0.764741, 0.511215, 0.219598, -0.325187)(0.186756, -0.233171, 0.381577),(-0.883128, 0.445169, 0.146197, 0.033163)(0.183351, -0.230363, 0.367352),(-0.883128, 0.445169, 0.146197, 0.033163)(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
(0.179846, -0.237142, 0.316042),(-0.382549, -0.052186, -0.440141, 0.810522)(0.196445, -0.210092, 0.350464),(0.382635, 0.052353, 0.440281, -0.810557)(0.166215, -0.219510, 0.328473),(0.392679, 0.044069, -0.441953, -0.805884)(0.147563, -0.193087, 0.359148),(0.175178, -0.052463, -0.445880, -0.876779)(0.145366, -0.181104, 0.390856),(0.032688, -0.078839, -0.441390, -0.893510)(0.147360, -0.178800, 0.408560),(0.032688, -0.078839, -0.441390, -0.893510)(0.176150, -0.222971, 0.329994),(-0.436261, -0.173773, -0.453887, 0.757276)(0.184505, -0.171488, 0.365153),(0.025694, 0.067633, 0.356438, -0.931523)(0.180627, -0.168027, 0.400791),(-0.637218, 0.261043, 0.149599, -0.709592)(0.167312, -0.187628, 0.402019),(-0.885031, 0.297494, 0.077647, -0.350320)(0.161559, -0.197152, 0.389701),(-0.885031, 0.297494, 0.077647, -0.350320)(0.182320, -0.227582, 0.330968),(-0.440180, -0.005256, -0.372248, 0.817096)(0.200940, -0.185382, 0.366702),(-0.118481, 0.114991, 0.405124, -0.899241)(0.188313, -0.190381, 0.406127),(-0.751519, 0.402857, 0.165315, -0.495726)(0.169810, -0.207849, 0.393171),(-0.921544, 0.364519, 0.053931, -0.126396)(0.166524, -0.211173, 0.376644),(-0.921544, 0.364519, 0.053931, -0.126396)(0.190544, -0.233671, 0.332952),(-0.364209, 0.075684, -0.318846, 0.871758)(0.209593, -0.202983, 0.370779),(-0.211447, 0.155383, 0.435987, -0.860859)(0.192539, -0.211608, 0.403320),(-0.791419, 0.461685, 0.194255, -0.350556)(0.177998, -0.220256, 0.387689),(-0.898279, 0.427996, 0.069939, -0.074384)(0.174460, -0.221626, 0.369390),(-0.898279, 0.427996, 0.069939, -0.074384)(0.195463, -0.240961, 0.335389),(-0.253103, 0.150484, -0.257380, 0.920353)(0.215974, -0.221401, 0.377014),(-0.307472, 0.228569, 0.483123, -0.787290)(0.199442, -0.228026, 0.394791),(-0.766447, 0.512179, 0.218922, -0.320071)(0.186707, -0.233140, 0.381372),(-0.883267, 0.445034, 0.144357, 0.038804)(0.183424, -0.230209, 0.367142),(-0.883267, 0.445034, 0.144357, 0.038804)(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
(0.179886, -0.237043, 0.316302),(-0.383180, -0.052271, -0.439879, 0.810361)(0.196496, -0.209969, 0.350643),(0.383266, 0.052438, 0.440019, -0.810396)(0.166258, -0.219422, 0.328713),(0.392934, 0.043557, -0.442711, -0.805371)(0.147613, -0.192989, 0.359367),(0.174252, -0.054006, -0.446310, -0.876651)(0.145530, -0.181015, 0.391084),(0.030573, -0.080888, -0.441432, -0.893382)(0.147623, -0.178747, 0.408776),(0.030573, -0.080888, -0.441432, -0.893382)(0.176196, -0.222876, 0.330229),(-0.436837, -0.173801, -0.453366, 0.757250)(0.184553, -0.171353, 0.365321),(0.025419, 0.067630, 0.356090, -0.931664)(0.180666, -0.167911, 0.400966),(-0.637335, 0.260786, 0.149393, -0.709625)(0.167364, -0.187522, 0.402194),(-0.885129, 0.297156, 0.077595, -0.350371)(0.161616, -0.197050, 0.389877),(-0.885129, 0.297156, 0.077595, -0.350371)(0.182370, -0.227482, 0.331201),(-0.440884, -0.005320, -0.371865, 0.816891)(0.200982, -0.185253, 0.366838),(-0.121259, 0.115825, 0.404757, -0.898929)(0.188198, -0.190436, 0.406213),(-0.752681, 0.403017, 0.164771, -0.494012)(0.169743, -0.207873, 0.393151),(-0.921701, 0.364301, 0.053812, -0.125922)(0.166468, -0.211185, 0.376622),(-0.921701, 0.364301, 0.053812, -0.125922)(0.190599, -0.233564, 0.333183),(-0.365065, 0.075696, -0.318554, 0.871505)(0.209631, -0.202861, 0.370878),(-0.215528, 0.156478, 0.435583, -0.859852)(0.192374, -0.211711, 0.403292),(-0.793001, 0.461781, 0.193566, -0.347220)(0.177913, -0.220277, 0.387541),(-0.898618, 0.427854, 0.069330, -0.071612)(0.174440, -0.221565, 0.369227),(-0.898618, 0.427854, 0.069330, -0.071612)(0.195526, -0.240849, 0.335624),(-0.253559, 0.150545, -0.257132, 0.920287)(0.215997, -0.221292, 0.377125),(-0.313517, 0.229951, 0.482021, -0.785175)(0.199245, -0.228127, 0.394744),(-0.768489, 0.512396, 0.217845, -0.315532)(0.186611, -0.233152, 0.381196),(-0.883593, 0.444432, 0.143121, 0.042632)(0.183409, -0.230139, 0.366967),(-0.883593, 0.444432, 0.143121, 0.042632)(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
(0.179712, -0.236421, 0.316829),(-0.383668, -0.050030, -0.439258, 0.810603)(0.196493, -0.209459, 0.351049),(0.383757, 0.050202, 0.439403, -0.810639)(0.166147, -0.218844, 0.329291),(0.391700, 0.041551, -0.444519, -0.805080)(0.147638, -0.192443, 0.360037),(0.171636, -0.056296, -0.447770, -0.876278)(0.145751, -0.180550, 0.391810),(0.022727, -0.085145, -0.441900, -0.892995)(0.148101, -0.178468, 0.409470),(0.022727, -0.085145, -0.441900, -0.892995)(0.176091, -0.222306, 0.330757),(-0.437217, -0.171682, -0.452765, 0.757872)(0.184616, -0.170901, 0.365861),(0.001483, 0.073156, 0.355591, -0.931782)(0.179745, -0.168928, 0.401483),(-0.656143, 0.265980, 0.143721, -0.691495)(0.166537, -0.188648, 0.401427),(-0.894473, 0.297764, 0.070425, -0.326878)(0.161203, -0.197654, 0.388549),(-0.894473, 0.297764, 0.070425, -0.326878)(0.182267, -0.226921, 0.331689),(-0.441425, -0.003245, -0.371270, 0.816880)(0.201026, -0.184827, 0.367191),(-0.132756, 0.117096, 0.405058, -0.897002)(0.187761, -0.190811, 0.406338),(-0.758705, 0.404340, 0.164007, -0.483867)(0.169470, -0.207993, 0.392688),(-0.922607, 0.364418, 0.053455, -0.118852)(0.166293, -0.211087, 0.376109),(-0.922607, 0.364418, 0.053455, -0.118852)(0.190504, -0.233011, 0.333620),(-0.365638, 0.077980, -0.318081, 0.871237)(0.209669, -0.202455, 0.371091),(-0.225075, 0.156799, 0.436206, -0.857027)(0.192070, -0.211876, 0.403233),(-0.796600, 0.462037, 0.194105, -0.338225)(0.177743, -0.220157, 0.387205),(-0.898665, 0.428455, 0.070738, -0.065791)(0.174316, -0.221225, 0.368883),(-0.898665, 0.428455, 0.070738, -0.065791)(0.195438, -0.240302, 0.336026),(-0.253100, 0.152835, -0.256795, 0.920130)(0.216019, -0.220921, 0.377321),(-0.323405, 0.230464, 0.481656, -0.781229)(0.198974, -0.228110, 0.394695),(-0.771733, 0.512703, 0.217751, -0.307070)(0.186471, -0.232926, 0.380935),(-0.883274, 0.444387, 0.143424, 0.048249)(0.183339, -0.229764, 0.366734),(-0.883274, 0.444387, 0.143424, 0.048249)(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
(0.179410, -0.235866, 0.317558),(-0.386359, -0.045204, -0.436596, 0.811035)(0.196589, -0.209022, 0.351426),(0.386455, 0.045387, 0.436750, -0.811075)(0.165949, -0.218353, 0.330025),(0.394549, 0.039236, -0.446489, -0.802712)(0.147468, -0.191796, 0.360531),(0.171516, -0.059326, -0.449467, -0.875234)(0.145743, -0.179836, 0.392247),(0.009895, -0.092611, -0.441719, -0.892586)(0.148527, -0.178052, 0.409827),(0.009895, -0.092611, -0.441719, -0.892586)(0.175917, -0.221829, 0.331426),(-0.439523, -0.167448, -0.450586, 0.758784)(0.184816, -0.170558, 0.366377),(-0.041626, 0.088371, 0.351549, -0.931068)(0.177860, -0.171110, 0.401582),(-0.694123, 0.276680, 0.125215, -0.652729)(0.165136, -0.191007, 0.398811),(-0.911212, 0.294964, 0.051354, -0.283997)(0.160799, -0.199073, 0.385020),(-0.911212, 0.294964, 0.051354, -0.283997)(0.182117, -0.226460, 0.332288),(-0.444050, 0.000987, -0.369335, 0.816340)(0.201202, -0.184525, 0.367356),(-0.155792, 0.121404, 0.404228, -0.893090)(0.186861, -0.192059, 0.405927),(-0.772809, 0.407904, 0.158643, -0.459745)(0.169120, -0.208674, 0.390863),(-0.926486, 0.363681, 0.044676, -0.091161)(0.166563, -0.211015, 0.374053),(-0.926486, 0.363681, 0.044676, -0.091161)(0.190392, -0.232564, 0.334125),(-0.368068, 0.082907, -0.316423, 0.870361)(0.209922, -0.202110, 0.371157),(-0.235038, 0.155106, 0.437484, -0.854004)(0.192099, -0.212174, 0.403026),(-0.801844, 0.462583, 0.194347, -0.324679)(0.177995, -0.220027, 0.386587),(-0.899764, 0.428506, 0.069146, -0.050222)(0.174867, -0.220601, 0.368185),(-0.899764, 0.428506, 0.069146, -0.050222)(0.195349, -0.239855, 0.336475),(-0.254259, 0.158635, -0.255305, 0.919243)(0.216428, -0.220528, 0.377503),(-0.323030, 0.222572, 0.485503, -0.781291)(0.199731, -0.227814, 0.394976),(-0.771317, 0.512952, 0.223330, -0.303676)(0.187119, -0.232416, 0.381218),(-0.881788, 0.445462, 0.146940, 0.054494)(0.183983, -0.229040, 0.367058),(-0.881788, 0.445462, 0.146940, 0.054494)(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
(0.179242, -0.235691, 0.317467),(-0.384457, -0.043322, -0.435220, 0.812780)(0.196445, -0.208992, 0.351467),(0.384552, 0.043504, 0.435374, -0.812820)(0.165776, -0.218279, 0.330091),(0.391267, 0.039929, -0.447799, -0.803554)(0.147326, -0.191957, 0.360823),(0.168219, -0.059164, -0.450755, -0.875223)(0.145677, -0.180193, 0.392616),(0.007717, -0.092292, -0.442999, -0.892005)(0.148483, -0.178479, 0.410204),(0.007717, -0.092292, -0.442999, -0.892005)(0.175756, -0.221736, 0.331442),(-0.437700, -0.165658, -0.449502, 0.760871)(0.184622, -0.170638, 0.366676),(-0.038259, 0.085240, 0.350439, -0.931922)(0.177959, -0.171052, 0.401929),(-0.691507, 0.273063, 0.126972, -0.656677)(0.165245, -0.191010, 0.399423),(-0.909282, 0.291913, 0.055720, -0.292371)(0.160734, -0.199263, 0.385824),(-0.909282, 0.291913, 0.055720, -0.292371)(0.181970, -0.226356, 0.332260),(-0.442086, 0.002616, -0.367660, 0.818156)(0.201047, -0.184568, 0.367540),(-0.156008, 0.119115, 0.403069, -0.893884)(0.186875, -0.192219, 0.406157),(-0.773491, 0.405417, 0.159805, -0.460396)(0.169129, -0.208875, 0.391150),(-0.927122, 0.361806, 0.046697, -0.091156)(0.166512, -0.211196, 0.374346),(-0.927122, 0.361806, 0.046697, -0.091156)(0.190264, -0.232448, 0.334039),(-0.365977, 0.084539, -0.314542, 0.871767)(0.209820, -0.202158, 0.371212),(-0.236331, 0.152471, 0.436943, -0.854399)(0.192129, -0.212407, 0.403098),(-0.802781, 0.460379, 0.196300, -0.324322)(0.177984, -0.220239, 0.386684),(-0.900423, 0.426880, 0.071449, -0.049024)(0.174799, -0.220741, 0.368288),(-0.900423, 0.426880, 0.071449, -0.049024)(0.195247, -0.239741, 0.336332),(-0.252106, 0.160260, -0.253320, 0.920103)(0.216387, -0.220597, 0.377422),(-0.324579, 0.219885, 0.485470, -0.781431)(0.199751, -0.228015, 0.394912),(-0.772432, 0.510711, 0.225460, -0.303045)(0.187106, -0.232589, 0.381177),(-0.882058, 0.443889, 0.149647, 0.055588)(0.183910, -0.229155, 0.367044),(-0.882058, 0.443889, 0.149647, 0.055588)(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
(0.179222, -0.235877, 0.317380),(-0.385828, -0.043719, -0.434296, 0.812606)(0.196425, -0.209037, 0.351307),(0.385922, 0.043898, 0.434447, -0.812646)(0.165749, -0.218459, 0.329952),(0.391427, 0.040261, -0.448720, -0.802945)(0.147243, -0.192170, 0.360663),(0.168243, -0.059277, -0.451687, -0.874729)(0.145589, -0.180405, 0.392450),(0.009491, -0.092326, -0.444034, -0.891469)(0.148367, -0.178630, 0.410043),(0.009491, -0.092326, -0.444034, -0.891469)(0.175731, -0.221888, 0.331311),(-0.438955, -0.166174, -0.448399, 0.760686)(0.184569, -0.170633, 0.366412),(-0.024398, 0.081381, 0.350159, -0.932838)(0.178513, -0.170222, 0.401742),(-0.683566, 0.269548, 0.129621, -0.665862)(0.165760, -0.190208, 0.399847),(-0.906348, 0.291029, 0.058952, -0.301570)(0.161073, -0.198686, 0.386430),(-0.906348, 0.291029, 0.058952, -0.301570)(0.181950, -0.226491, 0.332141),(-0.443261, 0.002345, -0.366681, 0.817960)(0.201032, -0.184522, 0.367358),(-0.146667, 0.116919, 0.402374, -0.896066)(0.187338, -0.191576, 0.406222),(-0.769593, 0.403465, 0.160594, -0.468300)(0.169464, -0.208473, 0.391652),(-0.926881, 0.360849, 0.047701, -0.096742)(0.166749, -0.210961, 0.374880),(-0.926881, 0.360849, 0.047701, -0.096742)(0.190252, -0.232560, 0.333935),(-0.367158, 0.084375, -0.313685, 0.871595)(0.209844, -0.202085, 0.371109),(-0.228771, 0.151021, 0.436205, -0.857087)(0.192498, -0.211937, 0.403258),(-0.800481, 0.459410, 0.196386, -0.331252)(0.178241, -0.219996, 0.387057),(-0.900767, 0.425764, 0.070935, -0.053009)(0.175008, -0.220644, 0.368661),(-0.900767, 0.425764, 0.070935, -0.053009)(0.195249, -0.239838, 0.336245),(-0.253913, 0.160273, -0.252682, 0.919779)(0.216461, -0.220484, 0.377335),(-0.317260, 0.218832, 0.485312, -0.784822)(0.200062, -0.227672, 0.395030),(-0.770961, 0.510439, 0.224567, -0.307872)(0.187367, -0.232391, 0.381397),(-0.882987, 0.442840, 0.147701, 0.054408)(0.184198, -0.229014, 0.367231),(-0.882987, 0.442840, 0.147701, 0.054408)(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
(0.179059, -0.235973, 0.317312),(-0.387785, -0.041446, -0.432293, 0.812864)(0.196452, -0.209023, 0.351135),(0.387879, 0.041623, 0.432441, -0.812904)(0.165647, -0.218559, 0.329898),(0.390460, 0.039092, -0.450497, -0.802477)(0.147210, -0.192324, 0.360674),(0.167228, -0.060450, -0.453282, -0.874015)(0.145635, -0.180585, 0.392473),(0.008678, -0.094058, -0.445331, -0.890650)(0.148478, -0.178804, 0.410055),(0.008678, -0.094058, -0.445331, -0.890650)(0.175636, -0.221967, 0.331219),(-0.440869, -0.164561, -0.446607, 0.760984)(0.184638, -0.170594, 0.366208),(-0.010964, 0.077066, 0.349496, -0.933708)(0.179211, -0.169398, 0.401577),(-0.675200, 0.264995, 0.132648, -0.675558)(0.166438, -0.189414, 0.400339),(-0.902973, 0.289218, 0.063261, -0.312359)(0.161542, -0.198147, 0.387152),(-0.902973, 0.289218, 0.063261, -0.312359)(0.181861, -0.226558, 0.332030),(-0.444621, 0.004584, -0.364768, 0.818068)(0.201181, -0.184402, 0.367227),(-0.128626, 0.110202, 0.402395, -0.899672)(0.188584, -0.190359, 0.406570),(-0.760855, 0.398767, 0.165526, -0.484600)(0.170340, -0.207655, 0.392986),(-0.925440, 0.359712, 0.053985, -0.110565)(0.167259, -0.210503, 0.376325),(-0.925440, 0.359712, 0.053985, -0.110565)(0.190176, -0.232611, 0.333797),(-0.367983, 0.086826, -0.311959, 0.871626)(0.210097, -0.201898, 0.371140),(-0.207187, 0.143724, 0.436604, -0.863603)(0.193909, -0.210662, 0.404064),(-0.792048, 0.456080, 0.201650, -0.352293)(0.179148, -0.219278, 0.388626),(-0.899791, 0.424336, 0.076653, -0.070330)(0.175451, -0.220421, 0.370323),(-0.899791, 0.424336, 0.076653, -0.070330)(0.195192, -0.239880, 0.336094),(-0.256284, 0.163032, -0.251503, 0.918959)(0.216839, -0.220229, 0.377285),(-0.294073, 0.212021, 0.487998, -0.794003)(0.201304, -0.226706, 0.395646),(-0.763263, 0.507303, 0.229706, -0.327794)(0.188180, -0.231843, 0.382595),(-0.882191, 0.443803, 0.154851, 0.036864)(0.184594, -0.228827, 0.368437),(-0.882191, 0.443803, 0.154851, 0.036864)(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
(0.179103, -0.236042, 0.317286),(-0.388576, -0.040359, -0.431031, 0.813210)(0.196561, -0.208981, 0.351169),(0.388670, 0.040538, 0.431180, -0.813250)(0.165715, -0.218612, 0.329767),(0.390595, 0.040027, -0.450566, -0.802325)(0.147209, -0.192417, 0.360519),(0.166793, -0.059013, -0.453883, -0.873882)(0.145554, -0.180743, 0.392351),(0.007430, -0.093459, -0.445954, -0.890416)(0.148396, -0.179010, 0.409933),(0.007430, -0.093459, -0.445954, -0.890416)(0.175689, -0.222021, 0.331125),(-0.441453, -0.165370, -0.447449, 0.759975)(0.184725, -0.170521, 0.366060),(0.002415, 0.082066, 0.347521, -0.934080)(0.179315, -0.168325, 0.401257),(-0.666300, 0.264933, 0.128312, -0.685188)(0.166617, -0.188413, 0.400588),(-0.899215, 0.288150, 0.059381, -0.324697)(0.161737, -0.197515, 0.387644),(-0.899215, 0.288150, 0.059381, -0.324697)(0.181899, -0.226615, 0.331965),(-0.444443, 0.004981, -0.365203, 0.817968)(0.201425, -0.184167, 0.367457),(-0.091460, 0.102131, 0.402423, -0.905141)(0.190669, -0.187635, 0.407501),(-0.740489, 0.392324, 0.171983, -0.518003)(0.171799, -0.205672, 0.395970),(-0.921120, 0.359219, 0.062218, -0.140152)(0.168100, -0.209342, 0.379579),(-0.921120, 0.359219, 0.062218, -0.140152)(0.190195, -0.232671, 0.333769),(-0.367020, 0.087415, -0.312161, 0.871901)(0.210512, -0.201499, 0.371857),(-0.158526, 0.132248, 0.437056, -0.875431)(0.196649, -0.207564, 0.406121),(-0.770770, 0.450901, 0.209757, -0.398398)(0.180937, -0.217343, 0.392442),(-0.896911, 0.422108, 0.083338, -0.104687)(0.176475, -0.219539, 0.374349),(-0.896911, 0.422108, 0.083338, -0.104687)(0.195193, -0.239943, 0.336093),(-0.259343, 0.164306, -0.251842, 0.917781)(0.217463, -0.219679, 0.377904),(-0.234445, 0.197294, 0.494112, -0.813622)(0.204049, -0.224206, 0.397616),(-0.740014, 0.499538, 0.243380, -0.379127)(0.189892, -0.230298, 0.386239),(-0.877882, 0.447292, 0.172594, -0.007778)(0.185263, -0.228199, 0.372191),(-0.877882, 0.447292, 0.172594, -0.007778)(0.000000, 0.000000, 0.000000),(0.000000, 0.000000, 0.000000, 0.000000)
